https://www.analog.com/media/en/technical-documentation/data-sheets/AD8410.pdf,AD8410.pdf,Pre-release current-sense amplifier
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM6420A-6421A-6422A.pdf,ADuM6420A-6421A-6422A.pdf,Quad-Channel Isolators
